['whole.n.02.whole', 'whole.n.02.unit']
['seaworthiness.n.01.seaworthiness', 'seaworthiness.n.01.fitness']
['unfitness.n.01.unfitness', 'unfitness.n.01.softness']
['infirmity.n.01.infirmity', 'infirmity.n.01.frailty']
['infirmity.n.01.infirmity', 'infirmity.n.01.debility']
['infirmity.n.01.infirmity', 'infirmity.n.01.feebleness']
['infirmity.n.01.frailty', 'infirmity.n.01.debility']
['infirmity.n.01.frailty', 'infirmity.n.01.feebleness']
['infirmity.n.01.debility', 'infirmity.n.01.feebleness']
['cachexia.n.01.cachexia', 'cachexia.n.01.wasting']
['disability.n.01.disability', 'disability.n.01.disablement']
['disability.n.01.disability', 'disability.n.01.handicap']
['disability.n.01.disability', 'disability.n.01.impairment']
['disability.n.01.disablement', 'disability.n.01.handicap']
['disability.n.01.disablement', 'disability.n.01.impairment']
['disability.n.01.handicap', 'disability.n.01.impairment']
['lameness.n.01.lameness', 'lameness.n.01.limping']
['lameness.n.01.lameness', 'lameness.n.01.gimp']
['lameness.n.01.lameness', 'lameness.n.01.gameness']
['lameness.n.01.lameness', 'lameness.n.01.claudication']
['lameness.n.01.limping', 'lameness.n.01.gimp']
['lameness.n.01.limping', 'lameness.n.01.gameness']
['lameness.n.01.limping', 'lameness.n.01.claudication']
['lameness.n.01.gimp', 'lameness.n.01.gameness']
['lameness.n.01.gimp', 'lameness.n.01.claudication']
['lameness.n.01.gameness', 'lameness.n.01.claudication']
['mutism.n.01.mutism', 'mutism.n.01.muteness']
['myopia.n.01.myopia', 'myopia.n.01.nearsightedness']
['myopia.n.01.myopia', 'myopia.n.01.shortsightedness']
['myopia.n.01.nearsightedness', 'myopia.n.01.shortsightedness']
['hyperopia.n.01.hyperopia', 'hyperopia.n.01.farsightedness']
['hemianopia.n.01.hemianopia', 'hemianopia.n.01.hemianopsia']
['presbyopia.n.01.presbyopia', 'presbyopia.n.01.farsightedness']
['strabismus.n.01.strabismus', 'strabismus.n.01.squint']
['walleye.n.01.walleye', 'walleye.n.01.exotropia']
['torticollis.n.01.torticollis', 'torticollis.n.01.wryneck']
['dysfunction.n.01.dysfunction', 'dysfunction.n.01.disfunction']
['paralysis.n.01.paralysis', 'paralysis.n.01.palsy']
['prolapse.n.01.prolapse', 'prolapse.n.01.descensus']
['putrefaction.n.01.putrefaction', 'putrefaction.n.01.rot']
['putrescence.n.01.putrescence', 'putrescence.n.01.rottenness']
['putrescence.n.01.putrescence', 'putrescence.n.01.corruption']
['putrescence.n.01.rottenness', 'putrescence.n.01.corruption']
['decomposition.n.02.decomposition', 'decomposition.n.02.disintegration']
['deterioration.n.01.deterioration', 'deterioration.n.01.impairment']
['devastation.n.01.devastation', 'devastation.n.01.desolation']
['ruin.n.01.ruin', 'ruin.n.01.ruination']
['decrepitude.n.01.decrepitude', 'decrepitude.n.01.dilapidation']
['end.n.06.end', 'end.n.06.destruction']
['end.n.06.end', 'end.n.06.death']
['end.n.06.destruction', 'end.n.06.death']
['iniquity.n.01.iniquity', 'iniquity.n.01.wickedness']
['iniquity.n.01.iniquity', 'iniquity.n.01.darkness']
['iniquity.n.01.iniquity', 'iniquity.n.01.dark']
['iniquity.n.01.wickedness', 'iniquity.n.01.darkness']
['iniquity.n.01.wickedness', 'iniquity.n.01.dark']
['iniquity.n.01.darkness', 'iniquity.n.01.dark']
['light.n.06.light', 'light.n.06.illumination']
['revocation.n.01.revocation', 'revocation.n.01.annulment']
['orphanage.n.01.orphanage', 'orphanage.n.01.orphanhood']
['viremia.n.01.viremia', 'viremia.n.01.viraemia']
['brutalization.n.01.brutalization', 'brutalization.n.01.brutalisation']
['hypertonia.n.01.hypertonia', 'hypertonia.n.01.hypertonicity']
['ionization.n.01.ionization', 'ionization.n.01.ionisation']
['mechanization.n.01.mechanization', 'mechanization.n.01.mechanisation']
['urbanization.n.01.urbanization', 'urbanization.n.01.urbanisation']
['material.n.01.material', 'material.n.01.stuff']
['impurity.n.01.impurity', 'impurity.n.01.dross']
['actinoid.n.01.actinoid', 'actinoid.n.01.actinide']
['atom.n.02.atom', 'atom.n.02.molecule']
['atom.n.02.atom', 'atom.n.02.particle']
['atom.n.02.atom', 'atom.n.02.corpuscle']
['atom.n.02.atom', 'atom.n.02.mote']
['atom.n.02.atom', 'atom.n.02.speck']
['atom.n.02.molecule', 'atom.n.02.particle']
['atom.n.02.molecule', 'atom.n.02.corpuscle']
['atom.n.02.molecule', 'atom.n.02.mote']
['atom.n.02.molecule', 'atom.n.02.speck']
['atom.n.02.particle', 'atom.n.02.corpuscle']
['atom.n.02.particle', 'atom.n.02.mote']
['atom.n.02.particle', 'atom.n.02.speck']
['atom.n.02.corpuscle', 'atom.n.02.mote']
['atom.n.02.corpuscle', 'atom.n.02.speck']
['atom.n.02.mote', 'atom.n.02.speck']
['alloy.n.01.alloy', 'alloy.n.01.metal']
['polyethylene.n.01.polyethylene', 'polyethylene.n.01.polythene']
['acetate.n.01.acetate', 'acetate.n.01.ethanoate']
['acetone.n.01.acetone', 'acetone.n.01.propanone']
['acetylene.n.01.acetylene', 'acetylene.n.01.ethyne']
['acetylene.n.01.acetylene', 'acetylene.n.01.alkyne']
['acetylene.n.01.ethyne', 'acetylene.n.01.alkyne']
['dopa.n.01.dopa', 'dopa.n.01.dihydroxyphenylalanine']
['base.n.10.base', 'base.n.10.alkali']
['group.n.02.group', 'group.n.02.radical']
['buckminsterfullerene.n.01.buckminsterfullerene', 'buckminsterfullerene.n.01.buckyball']
['rare_earth.n.01.lanthanoid', 'rare_earth.n.01.lanthanide']
['aluminum.n.01.aluminum', 'aluminum.n.01.aluminium']
['cesium.n.01.cesium', 'cesium.n.01.caesium']
['mercury.n.01.mercury', 'mercury.n.01.quicksilver']
['mercury.n.01.mercury', 'mercury.n.01.hydrargyrum']
['mercury.n.01.quicksilver', 'mercury.n.01.hydrargyrum']
['sulfur.n.01.sulfur', 'sulfur.n.01.sulphur']
['tungsten.n.01.tungsten', 'tungsten.n.01.wolfram']
['fluorite.n.01.fluorite', 'fluorite.n.01.fluorspar']
['fluorite.n.01.fluorite', 'fluorite.n.01.fluor']
['fluorite.n.01.fluorspar', 'fluorite.n.01.fluor']
['greaves.n.01.greaves', 'greaves.n.01.crackling']
['heavy_spar.n.01.barite', 'heavy_spar.n.01.barytes']
['hemimorphite.n.01.hemimorphite', 'hemimorphite.n.01.calamine']
['meerschaum.n.01.meerschaum', 'meerschaum.n.01.sepiolite']
['mica.n.01.mica', 'mica.n.01.isinglass']
['gasoline.n.01.gasoline', 'gasoline.n.01.gasolene']
['gasoline.n.01.gasoline', 'gasoline.n.01.gas']
['gasoline.n.01.gasoline', 'gasoline.n.01.petrol']
['gasoline.n.01.gasolene', 'gasoline.n.01.gas']
['gasoline.n.01.gasolene', 'gasoline.n.01.petrol']
['gasoline.n.01.gas', 'gasoline.n.01.petrol']
['kerosene.n.01.kerosene', 'kerosene.n.01.kerosine']
['periclase.n.01.periclase', 'periclase.n.01.magnesia']
['proenzyme.n.01.proenzyme', 'proenzyme.n.01.zymogen']
['propellant.n.01.propellant', 'propellant.n.01.propellent']
['subsoil.n.01.subsoil', 'subsoil.n.01.undersoil']
['rock.n.02.rock', 'rock.n.02.stone']
['gem.n.02.gem', 'gem.n.02.gemstone']
['gem.n.02.gem', 'gem.n.02.stone']
['gem.n.02.gemstone', 'gem.n.02.stone']
['grit.n.01.grit', 'grit.n.01.gritstone']
['birdlime.n.01.birdlime', 'birdlime.n.01.lime']
['glue.n.01.glue', 'glue.n.01.gum']
['glue.n.01.glue', 'glue.n.01.mucilage']
['glue.n.01.gum', 'glue.n.01.mucilage']
['sealant.n.01.sealant', 'sealant.n.01.sealer']
['lute.n.01.lute', 'lute.n.01.luting']
['size.n.03.size', 'size.n.03.sizing']
['alkene.n.01.alkene', 'alkene.n.01.olefin']
['xanthophyll.n.01.xanthophyll', 'xanthophyll.n.01.lutein']
['catalyst.n.01.catalyst', 'catalyst.n.01.accelerator']
['gelatin.n.01.gelatin', 'gelatin.n.01.gelatine']
['albumin.n.01.albumin', 'albumin.n.01.albumen']
['keratin.n.01.keratin', 'keratin.n.01.ceratin']
['kinin.n.01.kinin', 'kinin.n.01.cytokinin']
['progestin.n.01.progestin', 'progestin.n.01.progestogen']
['estrogen.n.01.estrogen', 'estrogen.n.01.oestrogen']
['diethylstilbestrol.n.01.diethylstilbestrol', 'diethylstilbestrol.n.01.stilbestrol']
['estradiol.n.01.estradiol', 'estradiol.n.01.oestradiol']
['corticosteroid.n.01.corticosteroid', 'corticosteroid.n.01.corticoid']
['hydrocortisone.n.01.hydrocortisone', 'hydrocortisone.n.01.cortisol']
['anil.n.01.anil', 'anil.n.01.indigo']
['dentine.n.01.dentine', 'dentine.n.01.dentin']
['ivory.n.01.ivory', 'ivory.n.01.tusk']
['whalebone.n.01.whalebone', 'whalebone.n.01.baleen']
['parchment.n.02.parchment', 'parchment.n.02.sheepskin']
['parchment.n.02.parchment', 'parchment.n.02.lambskin']
['parchment.n.02.sheepskin', 'parchment.n.02.lambskin']
['hide.n.01.hide', 'hide.n.01.fell']
['calf.n.03.calf', 'calf.n.03.calfskin']
['cassava.n.01.cassava', 'cassava.n.01.manioc']
['chamois.n.01.chamois', 'chamois.n.01.shammy']
['cowhide.n.01.cowhide', 'cowhide.n.01.cowskin']
['kid.n.02.kid', 'kid.n.02.kidskin']
['sheepskin.n.01.sheepskin', 'sheepskin.n.01.fleece']
['fur.n.01.fur', 'fur.n.01.pelt']
['lapin.n.01.lapin', 'lapin.n.01.rabbit']
['seal.n.03.seal', 'seal.n.03.sealskin']
['asafetida.n.01.asafetida', 'asafetida.n.01.asafoetida']
['benzene.n.01.benzene', 'benzene.n.01.benzine']
['benzene.n.01.benzene', 'benzene.n.01.benzol']
['benzene.n.01.benzine', 'benzene.n.01.benzol']
['bleaching_agent.n.01.bleach', 'bleaching_agent.n.01.whitener']
['desiccant.n.01.desiccant', 'desiccant.n.01.drier']
['oxidant.n.01.oxidant', 'oxidant.n.01.oxidizer']
['oxidant.n.01.oxidant', 'oxidant.n.01.oxidiser']
['oxidant.n.01.oxidizer', 'oxidant.n.01.oxidiser']
['reducing_agent.n.01.reducer', 'reducing_agent.n.01.reductant']
['bloodstone.n.01.bloodstone', 'bloodstone.n.01.heliotrope']
['butylene.n.01.butylene', 'butylene.n.01.butene']
['polybutylene.n.01.polybutylene', 'polybutylene.n.01.polybutene']
['calcium_oxide.n.01.quicklime', 'calcium_oxide.n.01.lime']
['calcium_oxide.n.01.quicklime', 'calcium_oxide.n.01.calx']
['calcium_oxide.n.01.lime', 'calcium_oxide.n.01.calx']
['carbohydrate.n.01.carbohydrate', 'carbohydrate.n.01.saccharide']
['carbohydrate.n.01.carbohydrate', 'carbohydrate.n.01.sugar']
['carbohydrate.n.01.saccharide', 'carbohydrate.n.01.sugar']
['carbon_black.n.01.lampblack', 'carbon_black.n.01.soot']
['carbon_black.n.01.lampblack', 'carbon_black.n.01.smut']
['carbon_black.n.01.lampblack', 'carbon_black.n.01.crock']
['carbon_black.n.01.soot', 'carbon_black.n.01.smut']
['carbon_black.n.01.soot', 'carbon_black.n.01.crock']
['carbon_black.n.01.smut', 'carbon_black.n.01.crock']
['cellulose_nitrate.n.01.nitrocellulose', 'cellulose_nitrate.n.01.guncotton']
['graphite.n.01.graphite', 'graphite.n.01.plumbago']
['carnelian.n.01.carnelian', 'carnelian.n.01.cornelian']
['chaff.n.01.chaff', 'chaff.n.01.husk']
['chaff.n.01.chaff', 'chaff.n.01.shuck']
['chaff.n.01.chaff', 'chaff.n.01.stalk']
['chaff.n.01.chaff', 'chaff.n.01.straw']
['chaff.n.01.chaff', 'chaff.n.01.stubble']
['chaff.n.01.husk', 'chaff.n.01.shuck']
['chaff.n.01.husk', 'chaff.n.01.stalk']
['chaff.n.01.husk', 'chaff.n.01.straw']
['chaff.n.01.husk', 'chaff.n.01.stubble']
['chaff.n.01.shuck', 'chaff.n.01.stalk']
['chaff.n.01.shuck', 'chaff.n.01.straw']
['chaff.n.01.shuck', 'chaff.n.01.stubble']
['chaff.n.01.stalk', 'chaff.n.01.straw']
['chaff.n.01.stalk', 'chaff.n.01.stubble']
['chaff.n.01.straw', 'chaff.n.01.stubble']
['insulator.n.01.insulator', 'insulator.n.01.dielectric']
['contaminant.n.01.contaminant', 'contaminant.n.01.contamination']
['cyanamide.n.01.cyanamide', 'cyanamide.n.01.cyanamid']
['nitrile.n.01.nitrile', 'nitrile.n.01.cyanide']
['diamond.n.02.diamond', 'diamond.n.02.adamant']
['dilutant.n.01.diluent', 'dilutant.n.01.thinner']
['diol.n.01.diol', 'diol.n.01.glycol']
['distillate.n.01.distillate', 'distillate.n.01.distillation']
['exhaust.n.01.exhaust', 'exhaust.n.01.fumes']
['earth.n.02.earth', 'earth.n.02.ground']
['diatomaceous_earth.n.01.diatomite', 'diatomaceous_earth.n.01.kieselguhr']
['bister.n.01.bister', 'bister.n.01.bistre']
['ocher.n.02.ocher', 'ocher.n.02.ochre']
['soil.n.02.soil', 'soil.n.02.dirt']
['caliche.n.01.caliche', 'caliche.n.01.hardpan']
['quintessence.n.01.quintessence', 'quintessence.n.01.ether']
['gargle.n.01.gargle', 'gargle.n.01.mouthwash']
['infusion.n.01.infusion', 'infusion.n.01.extract']
['ethylene.n.01.ethylene', 'ethylene.n.01.ethene']
['trichloroethylene.n.01.trichloroethylene', 'trichloroethylene.n.01.trichloroethane']
['discharge.n.03.discharge', 'discharge.n.03.emission']
['exudate.n.01.exudate', 'exudate.n.01.exudation']
['body_waste.n.01.excretion', 'body_waste.n.01.excreta']
['body_waste.n.01.excretion', 'body_waste.n.01.excrement']
['body_waste.n.01.excreta', 'body_waste.n.01.excrement']
['fecal_matter.n.01.feces', 'fecal_matter.n.01.faeces']
['fecal_matter.n.01.feces', 'fecal_matter.n.01.stool']
['fecal_matter.n.01.feces', 'fecal_matter.n.01.ordure']
['fecal_matter.n.01.feces', 'fecal_matter.n.01.dejection']
['fecal_matter.n.01.faeces', 'fecal_matter.n.01.stool']
['fecal_matter.n.01.faeces', 'fecal_matter.n.01.ordure']
['fecal_matter.n.01.faeces', 'fecal_matter.n.01.dejection']
['fecal_matter.n.01.stool', 'fecal_matter.n.01.ordure']
['fecal_matter.n.01.stool', 'fecal_matter.n.01.dejection']
['fecal_matter.n.01.ordure', 'fecal_matter.n.01.dejection']
['crap.n.01.crap', 'crap.n.01.dirt']
['crap.n.01.crap', 'crap.n.01.shit']
['crap.n.01.crap', 'crap.n.01.shite']
['crap.n.01.crap', 'crap.n.01.poop']
['crap.n.01.crap', 'crap.n.01.turd']
['crap.n.01.dirt', 'crap.n.01.shit']
['crap.n.01.dirt', 'crap.n.01.shite']
['crap.n.01.dirt', 'crap.n.01.poop']
['crap.n.01.dirt', 'crap.n.01.turd']
['crap.n.01.shit', 'crap.n.01.shite']
['crap.n.01.shit', 'crap.n.01.poop']
['crap.n.01.shit', 'crap.n.01.turd']
['crap.n.01.shite', 'crap.n.01.poop']
['crap.n.01.shite', 'crap.n.01.turd']
['crap.n.01.poop', 'crap.n.01.turd']
['droppings.n.01.droppings', 'droppings.n.01.dung']
['droppings.n.01.droppings', 'droppings.n.01.muck']
['droppings.n.01.dung', 'droppings.n.01.muck']
['melena.n.01.melena', 'melena.n.01.melaena']
['urine.n.01.urine', 'urine.n.01.piss']
['urine.n.01.urine', 'urine.n.01.pee']
['urine.n.01.urine', 'urine.n.01.piddle']
['urine.n.01.urine', 'urine.n.01.water']
['urine.n.01.piss', 'urine.n.01.pee']
['urine.n.01.piss', 'urine.n.01.piddle']
['urine.n.01.piss', 'urine.n.01.water']
['urine.n.01.pee', 'urine.n.01.piddle']
['urine.n.01.pee', 'urine.n.01.water']
['urine.n.01.piddle', 'urine.n.01.water']
['vomit.n.01.vomit', 'vomit.n.01.vomitus']
['vomit.n.01.vomit', 'vomit.n.01.puke']
['vomit.n.01.vomit', 'vomit.n.01.barf']
['vomit.n.01.vomitus', 'vomit.n.01.puke']
['vomit.n.01.vomitus', 'vomit.n.01.barf']
['vomit.n.01.puke', 'vomit.n.01.barf']
['filth.n.01.filth', 'filth.n.01.crud']
['filth.n.01.filth', 'filth.n.01.skank']
['filth.n.01.crud', 'filth.n.01.skank']
['sewage.n.01.sewage', 'sewage.n.01.sewerage']
['effluent.n.01.effluent', 'effluent.n.01.wastewater']
['garbage.n.01.garbage', 'garbage.n.01.refuse']
['garbage.n.01.garbage', 'garbage.n.01.scraps']
['garbage.n.01.refuse', 'garbage.n.01.scraps']
['rubbish.n.01.rubbish', 'rubbish.n.01.trash']
['rubbish.n.01.rubbish', 'rubbish.n.01.scrap']
['rubbish.n.01.trash', 'rubbish.n.01.scrap']
['debris.n.01.debris', 'debris.n.01.dust']
['debris.n.01.debris', 'debris.n.01.junk']
['debris.n.01.debris', 'debris.n.01.rubble']
['debris.n.01.debris', 'debris.n.01.detritus']
['debris.n.01.dust', 'debris.n.01.junk']
['debris.n.01.dust', 'debris.n.01.rubble']
['debris.n.01.dust', 'debris.n.01.detritus']
['debris.n.01.junk', 'debris.n.01.rubble']
['debris.n.01.junk', 'debris.n.01.detritus']
['debris.n.01.rubble', 'debris.n.01.detritus']
['fertilizer.n.01.fertilizer', 'fertilizer.n.01.fertiliser']
['potassium_nitrate.n.01.saltpeter', 'potassium_nitrate.n.01.saltpetre']
['potassium_nitrate.n.01.saltpeter', 'potassium_nitrate.n.01.niter']
['potassium_nitrate.n.01.saltpeter', 'potassium_nitrate.n.01.nitre']
['potassium_nitrate.n.01.saltpetre', 'potassium_nitrate.n.01.niter']
['potassium_nitrate.n.01.saltpetre', 'potassium_nitrate.n.01.nitre']
['potassium_nitrate.n.01.niter', 'potassium_nitrate.n.01.nitre']
['feldspar.n.01.feldspar', 'feldspar.n.01.felspar']
['plagioclase.n.01.plagioclase', 'plagioclase.n.01.oligoclase']
['fiberglass.n.01.fiberglass', 'fiberglass.n.01.fibreglass']
['fiber.n.01.fiber', 'fiber.n.01.fibre']
['fibril.n.01.fibril', 'fibril.n.01.filament']
['fibril.n.01.fibril', 'fibril.n.01.strand']
['fibril.n.01.filament', 'fibril.n.01.strand']
['filling.n.01.filling', 'filling.n.01.fill']
['formulation.n.01.formulation', 'formulation.n.01.preparation']
['frankincense.n.01.frankincense', 'frankincense.n.01.olibanum']
['frankincense.n.01.frankincense', 'frankincense.n.01.thus']
['frankincense.n.01.olibanum', 'frankincense.n.01.thus']
['quartz_glass.n.01.quartz', 'quartz_glass.n.01.lechatelierite']
['quartz_glass.n.01.quartz', 'quartz_glass.n.01.crystal']
['quartz_glass.n.01.lechatelierite', 'quartz_glass.n.01.crystal']
['glyceride.n.01.glyceride', 'glyceride.n.01.acylglycerol']
['glycerol.n.01.glycerol', 'glycerol.n.01.glycerin']
['glycerol.n.01.glycerol', 'glycerol.n.01.glycerine']
['glycerol.n.01.glycerin', 'glycerol.n.01.glycerine']
['nitroglycerin.n.01.nitroglycerin', 'nitroglycerin.n.01.nitroglycerine']
['lubricant.n.01.lubricant', 'lubricant.n.01.lubricator']
['lubricant.n.01.lubricant', 'lubricant.n.01.lube']
['lubricant.n.01.lubricator', 'lubricant.n.01.lube']
['attar.n.01.attar', 'attar.n.01.atar']
['attar.n.01.attar', 'attar.n.01.athar']
['attar.n.01.attar', 'attar.n.01.ottar']
['attar.n.01.atar', 'attar.n.01.athar']
['attar.n.01.atar', 'attar.n.01.ottar']
['attar.n.01.athar', 'attar.n.01.ottar']
['turpentine.n.02.turpentine', 'turpentine.n.02.turps']
['resin.n.01.resin', 'resin.n.01.rosin']
['dammar.n.01.dammar', 'dammar.n.01.damar']
['benzoin.n.01.benzoin', 'benzoin.n.01.benjamin']
['hematite.n.01.hematite', 'hematite.n.01.haematite']
['hemolysin.n.01.hemolysin', 'hemolysin.n.01.haemolysin']
['herbicide.n.01.herbicide', 'herbicide.n.01.weedkiller']
['hyacinth.n.01.hyacinth', 'hyacinth.n.01.jacinth']
['hyaline.n.01.hyaline', 'hyaline.n.01.hyalin']
['pitch.n.06.pitch', 'pitch.n.06.tar']
['frost.n.01.frost', 'frost.n.01.hoar']
['frost.n.01.frost', 'frost.n.01.hoarfrost']
['frost.n.01.frost', 'frost.n.01.rime']
['frost.n.01.hoar', 'frost.n.01.hoarfrost']
['frost.n.01.hoar', 'frost.n.01.rime']
['frost.n.01.hoarfrost', 'frost.n.01.rime']
['inoculant.n.01.inoculant', 'inoculant.n.01.inoculum']
['repellent.n.02.repellent', 'repellent.n.02.repellant']
['repellent.n.01.repellent', 'repellent.n.01.repellant']
['invertase.n.01.invertase', 'invertase.n.01.sucrase']
['jargoon.n.01.jargoon', 'jargoon.n.01.jargon']
['tuff.n.01.tuff', 'tuff.n.01.tufa']
['batholith.n.01.batholith', 'batholith.n.01.pluton']
['leaven.n.01.leaven', 'leaven.n.01.leavening']
['linoleum.n.01.linoleum', 'linoleum.n.01.lino']
['lipid.n.01.lipid', 'lipid.n.01.lipoid']
['lodestone.n.01.lodestone', 'lodestone.n.01.loadstone']
['lumber.n.01.lumber', 'lumber.n.01.timber']
['manila.n.01.manila', 'manila.n.01.manilla']
['matchwood.n.01.matchwood', 'matchwood.n.01.splinters']
['methane_series.n.01.alkane', 'methane_series.n.01.paraffin']
['mold.n.03.mold', 'mold.n.03.mould']
['mud.n.01.mud', 'mud.n.01.clay']
['slop.n.02.slop', 'slop.n.02.mire']
['sludge.n.02.sludge', 'sludge.n.02.slime']
['sludge.n.02.sludge', 'sludge.n.02.goo']
['sludge.n.02.sludge', 'sludge.n.02.goop']
['sludge.n.02.sludge', 'sludge.n.02.gook']
['sludge.n.02.sludge', 'sludge.n.02.guck']
['sludge.n.02.sludge', 'sludge.n.02.gunk']
['sludge.n.02.sludge', 'sludge.n.02.muck']
['sludge.n.02.sludge', 'sludge.n.02.ooze']
['sludge.n.02.slime', 'sludge.n.02.goo']
['sludge.n.02.slime', 'sludge.n.02.goop']
['sludge.n.02.slime', 'sludge.n.02.gook']
['sludge.n.02.slime', 'sludge.n.02.guck']
['sludge.n.02.slime', 'sludge.n.02.gunk']
['sludge.n.02.slime', 'sludge.n.02.muck']
['sludge.n.02.slime', 'sludge.n.02.ooze']
['sludge.n.02.goo', 'sludge.n.02.goop']
['sludge.n.02.goo', 'sludge.n.02.gook']
['sludge.n.02.goo', 'sludge.n.02.guck']
['sludge.n.02.goo', 'sludge.n.02.gunk']
['sludge.n.02.goo', 'sludge.n.02.muck']
['sludge.n.02.goo', 'sludge.n.02.ooze']
['sludge.n.02.goop', 'sludge.n.02.gook']
['sludge.n.02.goop', 'sludge.n.02.guck']
['sludge.n.02.goop', 'sludge.n.02.gunk']
['sludge.n.02.goop', 'sludge.n.02.muck']
['sludge.n.02.goop', 'sludge.n.02.ooze']
['sludge.n.02.gook', 'sludge.n.02.guck']
['sludge.n.02.gook', 'sludge.n.02.gunk']
['sludge.n.02.gook', 'sludge.n.02.muck']
['sludge.n.02.gook', 'sludge.n.02.ooze']
['sludge.n.02.guck', 'sludge.n.02.gunk']
['sludge.n.02.guck', 'sludge.n.02.muck']
['sludge.n.02.guck', 'sludge.n.02.ooze']
['sludge.n.02.gunk', 'sludge.n.02.muck']
['sludge.n.02.gunk', 'sludge.n.02.ooze']
['sludge.n.02.muck', 'sludge.n.02.ooze']
['myelin.n.01.myelin', 'myelin.n.01.medulla']
['newspaper.n.04.newspaper', 'newspaper.n.04.newsprint']
['nucleotide.n.01.nucleotide', 'nucleotide.n.01.base']
['onionskin.n.01.onionskin', 'onionskin.n.01.flimsy']
['pad.n.01.pad', 'pad.n.01.tablet']
['ola.n.01.ola', 'ola.n.01.olla']
['packing_material.n.01.packing', 'packing_material.n.01.wadding']
['tarmacadam.n.01.tarmacadam', 'tarmacadam.n.01.tarmac']
['paving.n.01.paving', 'paving.n.01.pavement']
['petroleum.n.01.petroleum', 'petroleum.n.01.crude']
['petroleum.n.01.petroleum', 'petroleum.n.01.oil']
['petroleum.n.01.crude', 'petroleum.n.01.oil']
['phosphate.n.01.phosphate', 'phosphate.n.01.orthophosphate']
['coloring_material.n.01.color', 'coloring_material.n.01.colour']
['dye.n.01.dye', 'dye.n.01.dyestuff']
['alizarin.n.01.alizarin', 'alizarin.n.01.alizarine']
['bluing.n.01.bluing', 'bluing.n.01.blueing']
['bluing.n.01.bluing', 'bluing.n.01.blue']
['bluing.n.01.blueing', 'bluing.n.01.blue']
['orchil.n.01.orchil', 'orchil.n.01.archil']
['watercolor.n.03.watercolor', 'watercolor.n.03.watercolour']
['podzol.n.01.podzol', 'podzol.n.01.podsol']
['powder.n.01.powder', 'powder.n.01.pulverization']
['propanal.n.01.propanal', 'propanal.n.01.propionaldehyde']
['propylene.n.01.propylene', 'propylene.n.01.propene']
['protease.n.01.protease', 'protease.n.01.peptidase']
['protease.n.01.protease', 'protease.n.01.proteinase']
['protease.n.01.peptidase', 'protease.n.01.proteinase']
['quinone.n.01.quinone', 'quinone.n.01.benzoquinone']
['raffia.n.01.raffia', 'raffia.n.01.raphia']
['rennin.n.01.rennin', 'rennin.n.01.chymosin']
['rubber.n.01.rubber', 'rubber.n.01.caoutchouc']
['hard_rubber.n.01.vulcanite', 'hard_rubber.n.01.ebonite']
['ruddle.n.01.ruddle', 'ruddle.n.01.reddle']
['ruddle.n.01.ruddle', 'ruddle.n.01.raddle']
['ruddle.n.01.reddle', 'ruddle.n.01.raddle']
['rain.n.02.rain', 'rain.n.02.rainwater']
['seawater.n.01.seawater', 'seawater.n.01.saltwater']
['seawater.n.01.seawater', 'seawater.n.01.brine']
['seawater.n.01.saltwater', 'seawater.n.01.brine']
['bichromate.n.01.bichromate', 'bichromate.n.01.dichromate']
['caulk.n.01.caulk', 'caulk.n.01.caulking']
['gunpowder.n.01.gunpowder', 'gunpowder.n.01.powder']
['dichloride.n.01.dichloride', 'dichloride.n.01.bichloride']
['sard.n.01.sard', 'sard.n.01.sardine']
['sard.n.01.sard', 'sard.n.01.sardius']
['sard.n.01.sardine', 'sard.n.01.sardius']
['hemoglobin.n.01.hemoglobin', 'hemoglobin.n.01.haemoglobin']
['oxyhemoglobin.n.01.oxyhemoglobin', 'oxyhemoglobin.n.01.oxyhaemoglobin']
['heme.n.01.heme', 'heme.n.01.haem']
['heme.n.01.heme', 'heme.n.01.hematin']
['heme.n.01.haem', 'heme.n.01.hematin']
['heterocyclic_compound.n.01.heterocyclic', 'heterocyclic_compound.n.01.heterocycle']
['poison.n.01.poison', 'poison.n.01.toxicant']
['anatoxin.n.01.anatoxin', 'anatoxin.n.01.toxoid']
['antigenic_determinant.n.01.determinant', 'antigenic_determinant.n.01.epitope']
['shingle.n.01.shingle', 'shingle.n.01.shake']
['slag.n.01.slag', 'slag.n.01.scoria']
['slag.n.01.slag', 'slag.n.01.dross']
['slag.n.01.scoria', 'slag.n.01.dross']
['slate.n.02.slate', 'slate.n.02.slating']
['soapstone.n.01.soapstone', 'soapstone.n.01.steatite']
['solvent.n.01.solvent', 'solvent.n.01.dissolver']
['solvent.n.01.solvent', 'solvent.n.01.resolvent']
['solvent.n.01.dissolver', 'solvent.n.01.resolvent']
['spiegeleisen.n.01.spiegeleisen', 'spiegeleisen.n.01.spiegel']
['cornstarch.n.01.cornstarch', 'cornstarch.n.01.cornflour']
['vapor.n.01.vapor', 'vapor.n.01.vapour']
['sucrose.n.01.sucrose', 'sucrose.n.01.saccharose']
['sulfate.n.01.sulfate', 'sulfate.n.01.sulphate']
['sulfide.n.01.sulfide', 'sulfide.n.01.sulphide']
['sunstone.n.01.sunstone', 'sunstone.n.01.aventurine']
['talc.n.01.talc', 'talc.n.01.talcum']
['tear_gas.n.01.teargas', 'tear_gas.n.01.lachrymator']
