('abience.n.01.abience', 'adience.n.01.adience')
('descend.v.01.go_down', 'rise.v.01.go_up')
('descend.v.01.go_down', 'rise.v.01.come_up')
('descend.v.01.go_down', 'rise.v.01.uprise')
('descend.v.01.come_down', 'rise.v.01.rise')
('descend.v.01.come_down', 'rise.v.01.lift')
('descend.v.01.come_down', 'rise.v.01.arise')
('descend.v.01.come_down', 'rise.v.01.move_up')
('descend.v.01.come_down', 'rise.v.01.go_up')
('descend.v.01.come_down', 'rise.v.01.come_up')
('descend.v.01.come_down', 'rise.v.01.uprise')
('desegregate.v.01.desegregate', 'segregate.v.01.segregate')
('desegregate.v.01.integrate', 'segregate.v.01.segregate')
('desegregate.v.01.mix', 'segregate.v.01.segregate')
('desensitize.v.01.desensitize', 'sensitize.v.02.sensitize')
('desensitize.v.01.desensitize', 'sensitize.v.02.sensitise')
('desensitize.v.01.desensitise', 'sensitize.v.02.sensitize')
('desensitize.v.01.desensitise', 'sensitize.v.02.sensitise')
('desensitize.v.02.desensitize', 'sensitize.v.01.sensitize')
('desensitize.v.02.desensitize', 'sensitize.v.01.sensitise')
('desensitize.v.02.desensitize', 'sensitize.v.01.sensify')
('desensitize.v.02.desensitize', 'sensitize.v.01.sensibilize')
('desensitize.v.02.desensitize', 'sensitize.v.01.sensibilise')
('desensitize.v.02.desensitise', 'sensitize.v.01.sensitize')
('desensitize.v.02.desensitise', 'sensitize.v.01.sensitise')
('desensitize.v.02.desensitise', 'sensitize.v.01.sensify')
('desensitize.v.02.desensitise', 'sensitize.v.01.sensibilize')
('desensitize.v.02.desensitise', 'sensitize.v.01.sensibilise')
('despair.v.01.despair', 'hope.v.02.hope')
('destabilize.v.01.destabilize', 'stabilize.v.03.stabilize')
('destabilize.v.01.destabilize', 'stabilize.v.03.stabilise')
('destabilize.v.01.destabilise', 'stabilize.v.03.stabilize')
('destabilize.v.01.destabilise', 'stabilize.v.03.stabilise')
('destabilize.v.02.destabilize', 'stabilize.v.01.stabilize')
('destabilize.v.02.destabilize', 'stabilize.v.01.stabilise')
('destabilize.v.02.destabilise', 'stabilize.v.01.stabilize')
('destabilize.v.02.destabilise', 'stabilize.v.01.stabilise')
('destalinize.v.01.destalinize', 'stalinize.v.01.stalinize')
('destalinize.v.01.destalinize', 'stalinize.v.01.stalinise')
('destalinize.v.01.destalinise', 'stalinize.v.01.stalinize')
('destalinize.v.01.destalinise', 'stalinize.v.01.stalinise')
('desynchronize.v.01.desynchronize', 'synchronize.v.01.synchronize')
('desynchronize.v.01.desynchronize', 'synchronize.v.01.synchronise')
('desynchronize.v.01.desynchronize', 'synchronize.v.01.sync')
('desynchronize.v.01.desynchronise', 'synchronize.v.01.synchronize')
('desynchronize.v.01.desynchronise', 'synchronize.v.01.synchronise')
('desynchronize.v.01.desynchronise', 'synchronize.v.01.sync')
('dethrone.v.01.dethrone', 'enthrone.v.02.enthrone')
('dethrone.v.01.dethrone', 'enthrone.v.02.throne')
('detransitivize.v.01.detransitivize', 'transitivize.v.01.transitivize')
('detransitivize.v.01.detransitivize', 'transitivize.v.01.transitivise')
('detransitivize.v.01.detransitivise', 'transitivize.v.01.transitivize')
('detransitivize.v.01.detransitivise', 'transitivize.v.01.transitivise')
('detransitivize.v.01.intransitivize', 'transitivize.v.01.transitivize')
('detransitivize.v.01.intransitivize', 'transitivize.v.01.transitivise')
('detransitivize.v.01.intransitivise', 'transitivize.v.01.transitivize')
('detransitivize.v.01.intransitivise', 'transitivize.v.01.transitivise')
('devitalize.v.01.devitalize', 'vitalize.v.02.vitalize')
('devitalize.v.01.devitalize', 'vitalize.v.02.vitalise')
('devitalize.v.01.devitalise', 'vitalize.v.02.vitalize')
('devitalize.v.01.devitalise', 'vitalize.v.02.vitalise')
('devoice.v.01.devoice', 'voice.v.02.voice')
('devoice.v.01.devoice', 'voice.v.02.sound')
('devoice.v.01.devoice', 'voice.v.02.vocalize')
('devoice.v.01.devoice', 'voice.v.02.vocalise')
('devolve.v.03.devolve', 'recuperate.v.04.recuperate')
('devolve.v.03.devolve', 'recuperate.v.04.recover')
('devolve.v.03.devolve', 'recuperate.v.04.convalesce')
('devolve.v.03.deteriorate', 'recuperate.v.04.recuperate')
('devolve.v.03.deteriorate', 'recuperate.v.04.recover')
('devolve.v.03.deteriorate', 'recuperate.v.04.convalesce')
('devolve.v.03.drop', 'recuperate.v.04.recuperate')
('devolve.v.03.drop', 'recuperate.v.04.recover')
('devolve.v.03.drop', 'recuperate.v.04.convalesce')
('devolve.v.03.degenerate', 'recuperate.v.04.recuperate')
('devolve.v.03.degenerate', 'recuperate.v.04.recover')
('devolve.v.03.degenerate', 'recuperate.v.04.convalesce')
('differ.v.01.differ', 'equal.v.01.equal')
('differ.v.01.differ', 'equal.v.01.be')
('differentiate.v.03.differentiate', 'integrate.v.04.integrate')
('disable.v.01.disable', 'enable.v.01.enable')
('disable.v.01.disenable', 'enable.v.01.enable')
('disable.v.01.incapacitate', 'enable.v.01.enable')
('disagree.v.02.disagree', 'match.v.01.match')
('disagree.v.02.disagree', 'match.v.01.fit')
('disagree.v.02.disagree', 'match.v.01.correspond')
('disagree.v.02.disagree', 'match.v.01.check')
('disagree.v.02.disagree', 'match.v.01.jibe')
('disagree.v.02.disagree', 'match.v.01.gibe')
('disagree.v.02.disagree', 'match.v.01.tally')
('disagree.v.02.disagree', 'match.v.01.agree')
('disagree.v.02.disaccord', 'match.v.01.match')
('disagree.v.02.disaccord', 'match.v.01.fit')
('disagree.v.02.disaccord', 'match.v.01.correspond')
('disagree.v.02.disaccord', 'match.v.01.check')
('disagree.v.02.disaccord', 'match.v.01.jibe')
('disagree.v.02.disaccord', 'match.v.01.gibe')
('disagree.v.02.disaccord', 'match.v.01.tally')
('disagree.v.02.disaccord', 'match.v.01.agree')
('disagree.v.02.discord', 'match.v.01.match')
('disagree.v.02.discord', 'match.v.01.fit')
('disagree.v.02.discord', 'match.v.01.correspond')
('disagree.v.02.discord', 'match.v.01.check')
('disagree.v.02.discord', 'match.v.01.jibe')
('disagree.v.02.discord', 'match.v.01.gibe')
('disagree.v.02.discord', 'match.v.01.tally')
('disagree.v.02.discord', 'match.v.01.agree')
('discharge.v.10.discharge', 'enlist.v.03.enlist')
('discharge.v.10.discharge', 'enlist.v.03.draft')
('discharge.v.10.discharge', 'enlist.v.03.muster_in')
('discharge.v.10.muster_out', 'enlist.v.03.enlist')
('discharge.v.10.muster_out', 'enlist.v.03.draft')
('discharge.v.10.muster_out', 'enlist.v.03.muster_in')
('discourage.v.02.discourage', 'encourage.v.02.encourage')
('disembark.v.01.disembark', 'embark.v.01.embark')
('disembark.v.01.disembark', 'embark.v.01.ship')
('disembark.v.01.debark', 'embark.v.01.embark')
('disembark.v.01.debark', 'embark.v.01.ship')
('disembark.v.01.set_down', 'embark.v.01.embark')
('disembark.v.01.set_down', 'embark.v.01.ship')
('disenchant.v.01.disenchant', 'enchant.v.01.enchant')
('disenchant.v.01.disenchant', 'enchant.v.01.enrapture')
('disenchant.v.01.disenchant', 'enchant.v.01.transport')
('disenchant.v.01.disenchant', 'enchant.v.01.enthrall')
('disenchant.v.01.disenchant', 'enchant.v.01.ravish')
('disenchant.v.01.disenchant', 'enchant.v.01.enthral')
('disenchant.v.01.disenchant', 'enchant.v.01.delight')
('disenchant.v.01.disillusion', 'enchant.v.01.enchant')
('disenchant.v.01.disillusion', 'enchant.v.01.enrapture')
('disenchant.v.01.disillusion', 'enchant.v.01.transport')
('disenchant.v.01.disillusion', 'enchant.v.01.enthrall')
('disenchant.v.01.disillusion', 'enchant.v.01.ravish')
('disenchant.v.01.disillusion', 'enchant.v.01.enthral')
('disenchant.v.01.disillusion', 'enchant.v.01.delight')
('disenfranchise.v.01.disenfranchise', 'enfranchise.v.02.enfranchise')
('disenfranchise.v.01.disfranchise', 'enfranchise.v.02.enfranchise')
('disengage.v.01.disengage', 'engage.v.10.engage')
('disengage.v.01.disengage', 'engage.v.10.mesh')
('disengage.v.01.disengage', 'engage.v.10.lock')
('disengage.v.01.disengage', 'engage.v.10.operate')
('disengage.v.01.withdraw', 'engage.v.10.engage')
('disengage.v.01.withdraw', 'engage.v.10.mesh')
('disengage.v.01.withdraw', 'engage.v.10.lock')
('disengage.v.01.withdraw', 'engage.v.10.operate')
('disengage.v.03.disengage', 'engage.v.06.engage')
('disentangle.v.02.disentangle', 'entangle.v.02.entangle')
('disentangle.v.02.disentangle', 'entangle.v.02.tangle')
('disentangle.v.02.disentangle', 'entangle.v.02.mat')
('disentangle.v.02.disentangle', 'entangle.v.02.snarl')
('disentangle.v.02.unsnarl', 'entangle.v.02.entangle')
('disentangle.v.02.unsnarl', 'entangle.v.02.tangle')
('disentangle.v.02.unsnarl', 'entangle.v.02.mat')
('disentangle.v.02.unsnarl', 'entangle.v.02.snarl')
('disentangle.v.02.straighten_out', 'entangle.v.02.entangle')
('disentangle.v.02.straighten_out', 'entangle.v.02.tangle')
('disentangle.v.02.straighten_out', 'entangle.v.02.mat')
('disentangle.v.02.straighten_out', 'entangle.v.02.snarl')
('dishonor.v.01.dishonor', 'honor.v.01.honor')
('dishonor.v.01.dishonor', 'honor.v.01.honour')
('dishonor.v.01.dishonor', 'honor.v.01.reward')
('dishonor.v.01.disgrace', 'honor.v.01.honor')
('dishonor.v.01.disgrace', 'honor.v.01.honour')
('dishonor.v.01.disgrace', 'honor.v.01.reward')
('dishonor.v.01.dishonour', 'honor.v.01.honor')
('dishonor.v.01.dishonour', 'honor.v.01.honour')
('dishonor.v.01.dishonour', 'honor.v.01.reward')
('dishonor.v.01.attaint', 'honor.v.01.honor')
('dishonor.v.01.attaint', 'honor.v.01.honour')
('dishonor.v.01.attaint', 'honor.v.01.reward')
('dishonor.v.01.shame', 'honor.v.01.honor')
('dishonor.v.01.shame', 'honor.v.01.honour')
('dishonor.v.01.shame', 'honor.v.01.reward')
('dishonor.v.03.dishonor', 'honor.v.03.honor')
('dishonor.v.03.dishonor', 'honor.v.03.honour')
('dishonor.v.03.dishonour', 'honor.v.03.honor')
('dishonor.v.03.dishonour', 'honor.v.03.honour')
('disincarnate.v.01.disincarnate', 'incarnate.v.01.incarnate')
('disinfect.v.01.disinfect', 'infect.v.02.infect')
('disinfect.v.01.disinfect', 'infect.v.02.taint')
('disintegrate.v.01.disintegrate', 'integrate.v.01.integrate')
('disintegrate.v.01.disintegrate', 'integrate.v.01.incorporate')
('disjoin.v.01.disjoin', 'join.v.02.join')
('disjoin.v.01.disjoin', 'join.v.02.bring_together')
('disjoin.v.01.disjoint', 'join.v.02.join')
('disjoin.v.01.disjoint', 'join.v.02.bring_together')
('disjoin.v.02.disjoin', 'join.v.04.join')
('disjoin.v.02.disjoin', 'join.v.04.conjoin')
('disjoin.v.02.disjoint', 'join.v.04.join')
('disjoin.v.02.disjoint', 'join.v.04.conjoin')
('dislike.v.01.dislike', 'like.v.02.like')
('dislodge.v.01.dislodge', 'lodge.v.02.lodge')
('dislodge.v.01.dislodge', 'lodge.v.02.wedge')
('dislodge.v.01.dislodge', 'lodge.v.02.stick')
('dislodge.v.01.dislodge', 'lodge.v.02.deposit')
('dislodge.v.01.free', 'lodge.v.02.lodge')
('dislodge.v.01.free', 'lodge.v.02.wedge')
('dislodge.v.01.free', 'lodge.v.02.stick')
('dislodge.v.01.free', 'lodge.v.02.deposit')
('disobey.v.01.disobey', 'obey.v.01.obey')
('disoblige.v.02.disoblige', 'oblige.v.03.oblige')
('disoblige.v.02.disoblige', 'oblige.v.03.accommodate')
('disorder.v.02.disorder', 'order.v.05.order')
('disorder.v.02.disarray', 'order.v.05.order')
('disorganize.v.01.disorganize', 'organize.v.02.organize')
('disorganize.v.01.disorganize', 'organize.v.02.organise')
('disorganize.v.01.disorganise', 'organize.v.02.organize')
('disorganize.v.01.disorganise', 'organize.v.02.organise')
('disorient.v.01.disorient', 'orient.v.02.orient')
('disorient.v.01.disorient', 'orient.v.02.orientate')
('disorient.v.01.disorientate', 'orient.v.02.orient')
('disorient.v.01.disorientate', 'orient.v.02.orientate')
('disparage.v.01.disparage', 'flatter.v.01.flatter')
('disparage.v.01.disparage', 'flatter.v.01.blandish')
('disparage.v.01.belittle', 'flatter.v.01.flatter')
('disparage.v.01.belittle', 'flatter.v.01.blandish')
('disparage.v.01.pick_at', 'flatter.v.01.flatter')
('disparage.v.01.pick_at', 'flatter.v.01.blandish')
('displace.v.03.displace', 'hire.v.01.hire')
('displace.v.03.displace', 'hire.v.01.engage')
('displace.v.03.displace', 'hire.v.01.employ')
('displace.v.03.fire', 'hire.v.01.hire')
('displace.v.03.fire', 'hire.v.01.engage')
('displace.v.03.fire', 'hire.v.01.employ')
('displace.v.03.give_notice', 'hire.v.01.hire')
('displace.v.03.give_notice', 'hire.v.01.engage')
('displace.v.03.give_notice', 'hire.v.01.employ')
('displace.v.03.can', 'hire.v.01.hire')
('displace.v.03.can', 'hire.v.01.engage')
('displace.v.03.can', 'hire.v.01.employ')
('displace.v.03.dismiss', 'hire.v.01.hire')
('displace.v.03.dismiss', 'hire.v.01.engage')
('displace.v.03.dismiss', 'hire.v.01.employ')
('displace.v.03.give_the_axe', 'hire.v.01.hire')
('displace.v.03.give_the_axe', 'hire.v.01.engage')
('displace.v.03.give_the_axe', 'hire.v.01.employ')
('displace.v.03.send_away', 'hire.v.01.hire')
('displace.v.03.send_away', 'hire.v.01.engage')
('displace.v.03.send_away', 'hire.v.01.employ')
('displace.v.03.sack', 'hire.v.01.hire')
('displace.v.03.sack', 'hire.v.01.engage')
('displace.v.03.sack', 'hire.v.01.employ')
('displace.v.03.force_out', 'hire.v.01.hire')
('displace.v.03.force_out', 'hire.v.01.engage')
('displace.v.03.force_out', 'hire.v.01.employ')
('displace.v.03.give_the_sack', 'hire.v.01.hire')
('displace.v.03.give_the_sack', 'hire.v.01.engage')
('displace.v.03.give_the_sack', 'hire.v.01.employ')
('displace.v.03.terminate', 'hire.v.01.hire')
('displace.v.03.terminate', 'hire.v.01.engage')
('displace.v.03.terminate', 'hire.v.01.employ')
('displease.v.01.displease', 'please.v.01.please')
('displease.v.01.displease', 'please.v.01.delight')
('dispose.v.03.dispose', 'indispose.v.01.indispose')
('dispose.v.03.dispose', 'indispose.v.01.disincline')
('dispose.v.03.incline', 'indispose.v.01.indispose')
('dispose.v.03.incline', 'indispose.v.01.disincline')
('disprove.v.01.disprove', 'prove.v.02.prove')
('disprove.v.01.disprove', 'prove.v.02.demonstrate')
('disprove.v.01.disprove', 'prove.v.02.establish')
('disprove.v.01.disprove', 'prove.v.02.show')
('disprove.v.01.disprove', 'prove.v.02.shew')
('disprove.v.01.confute', 'prove.v.02.prove')
('disprove.v.01.confute', 'prove.v.02.demonstrate')
('disprove.v.01.confute', 'prove.v.02.establish')
('disprove.v.01.confute', 'prove.v.02.show')
('disprove.v.01.confute', 'prove.v.02.shew')
('disqualify.v.01.disqualify', 'qualify.v.04.qualify')
('disqualify.v.01.disqualify', 'qualify.v.04.dispose')
('disqualify.v.01.unfit', 'qualify.v.04.qualify')
('disqualify.v.01.unfit', 'qualify.v.04.dispose')
('disqualify.v.01.indispose', 'qualify.v.04.qualify')
('disqualify.v.01.indispose', 'qualify.v.04.dispose')
('disqualify.v.02.disqualify', 'qualify.v.02.qualify')
('disrespect.v.01.disrespect', 'respect.v.02.respect')
('disrespect.v.01.disrespect', 'respect.v.02.honor')
('disrespect.v.01.disrespect', 'respect.v.02.honour')
('disrespect.v.01.disrespect', 'respect.v.02.abide_by')
('disrespect.v.01.disrespect', 'respect.v.02.observe')
('disrespect.v.02.disrespect', 'respect.v.01.respect')
('disrespect.v.02.disrespect', 'respect.v.01.esteem')
('disrespect.v.02.disrespect', 'respect.v.01.value')
('disrespect.v.02.disrespect', 'respect.v.01.prize')
('disrespect.v.02.disrespect', 'respect.v.01.prise')
('disrespect.v.02.disesteem', 'respect.v.01.respect')
('disrespect.v.02.disesteem', 'respect.v.01.esteem')
('disrespect.v.02.disesteem', 'respect.v.01.value')
('disrespect.v.02.disesteem', 'respect.v.01.prize')
('disrespect.v.02.disesteem', 'respect.v.01.prise')
('dissatisfy.v.01.dissatisfy', 'satisfy.v.02.satisfy')
('dissatisfy.v.01.dissatisfy', 'satisfy.v.02.gratify')
('dissuade.v.01.dissuade', 'persuade.v.02.persuade')
('dissuade.v.01.deter', 'persuade.v.02.persuade')
('distrust.v.01.distrust', 'trust.v.01.trust')
('distrust.v.01.distrust', 'trust.v.01.swear')
('distrust.v.01.distrust', 'trust.v.01.rely')
('distrust.v.01.distrust', 'trust.v.01.bank')
('distrust.v.01.mistrust', 'trust.v.01.trust')
('distrust.v.01.mistrust', 'trust.v.01.swear')
('distrust.v.01.mistrust', 'trust.v.01.rely')
('distrust.v.01.mistrust', 'trust.v.01.bank')
('distrust.v.01.suspect', 'trust.v.01.trust')
('distrust.v.01.suspect', 'trust.v.01.swear')
('distrust.v.01.suspect', 'trust.v.01.rely')
('distrust.v.01.suspect', 'trust.v.01.bank')
('disunify.v.01.disunify', 'unify.v.01.unify')
('disunify.v.01.disunify', 'unify.v.01.unite')
('disunify.v.01.disunify', 'unify.v.01.merge')
('disunify.v.01.break_apart', 'unify.v.01.unify')
('disunify.v.01.break_apart', 'unify.v.01.unite')
('disunify.v.01.break_apart', 'unify.v.01.merge')
('diversify.v.03.diversify', 'specialize.v.01.specialize')
('diversify.v.03.diversify', 'specialize.v.01.specialise')
('diversify.v.03.diversify', 'specialize.v.01.narrow')
('diversify.v.03.diversify', 'specialize.v.01.narrow_down')
('diversify.v.03.branch_out', 'specialize.v.01.specialize')
('diversify.v.03.branch_out', 'specialize.v.01.specialise')
('diversify.v.03.branch_out', 'specialize.v.01.narrow')
('diversify.v.03.branch_out', 'specialize.v.01.narrow_down')
('diversify.v.03.broaden', 'specialize.v.01.specialize')
('diversify.v.03.broaden', 'specialize.v.01.specialise')
('diversify.v.03.broaden', 'specialize.v.01.narrow')
('diversify.v.03.broaden', 'specialize.v.01.narrow_down')
('divest.v.02.divest', 'invest.v.04.invest')
('divest.v.02.divest', 'invest.v.04.vest')
('divest.v.02.divest', 'invest.v.04.enthrone')
('divest.v.02.disinvest', 'invest.v.04.invest')
('divest.v.02.disinvest', 'invest.v.04.vest')
('divest.v.02.disinvest', 'invest.v.04.enthrone')
('divest.v.03.divest', 'invest.v.01.invest')
('divest.v.03.divest', 'invest.v.01.put')
('divest.v.03.divest', 'invest.v.01.commit')
('divest.v.03.divest', 'invest.v.01.place')
('divest.v.03.disinvest', 'invest.v.01.invest')
('divest.v.03.disinvest', 'invest.v.01.put')
('divest.v.03.disinvest', 'invest.v.01.commit')
('divest.v.03.disinvest', 'invest.v.01.place')
('divide.v.01.divide', 'unite.v.01.unite')
('divide.v.01.divide', 'unite.v.01.unify')
('divide.v.01.split', 'unite.v.01.unite')
('divide.v.01.split', 'unite.v.01.unify')
('divide.v.01.split_up', 'unite.v.01.unite')
('divide.v.01.split_up', 'unite.v.01.unify')
('divide.v.01.separate', 'unite.v.01.unite')
('divide.v.01.separate', 'unite.v.01.unify')
('divide.v.01.dissever', 'unite.v.01.unite')
('divide.v.01.dissever', 'unite.v.01.unify')
('divide.v.01.carve_up', 'unite.v.01.unite')
('divide.v.01.carve_up', 'unite.v.01.unify')
('divide.v.02.divide', 'multiply.v.01.multiply')
('divide.v.02.fraction', 'multiply.v.01.multiply')
('do.v.08.do', 'unmake.v.01.unmake')
('do.v.08.do', 'unmake.v.01.undo')
('do.v.08.make', 'unmake.v.01.unmake')
('do.v.08.make', 'unmake.v.01.undo')
('dock.v.01.dock', 'undock.v.01.undock')
('dock.v.05.dock', 'undock.v.02.undock')
('downgrade.v.01.downgrade', 'upgrade.v.01.upgrade')
('download.v.01.download', 'upload.v.01.upload')
('dress.v.01.dress', 'undress.v.01.undress')
('dress.v.01.dress', 'undress.v.01.discase')
('dress.v.01.dress', 'undress.v.01.uncase')
('dress.v.01.dress', 'undress.v.01.unclothe')
('dress.v.01.dress', 'undress.v.01.strip')
('dress.v.01.dress', 'undress.v.01.strip_down')
('dress.v.01.dress', 'undress.v.01.disrobe')
('dress.v.01.dress', 'undress.v.01.peel')
('dress.v.01.get_dressed', 'undress.v.01.undress')
('dress.v.01.get_dressed', 'undress.v.01.discase')
('dress.v.01.get_dressed', 'undress.v.01.uncase')
('dress.v.01.get_dressed', 'undress.v.01.unclothe')
('dress.v.01.get_dressed', 'undress.v.01.strip')
('dress.v.01.get_dressed', 'undress.v.01.strip_down')
('dress.v.01.get_dressed', 'undress.v.01.disrobe')
('dress.v.01.get_dressed', 'undress.v.01.peel')
('dress.v.02.dress', 'undress.v.01.undress')
('dress.v.02.dress', 'undress.v.01.discase')
('dress.v.02.dress', 'undress.v.01.uncase')
('dress.v.02.dress', 'undress.v.01.unclothe')
('dress.v.02.dress', 'undress.v.01.strip')
('dress.v.02.dress', 'undress.v.01.strip_down')
('dress.v.02.dress', 'undress.v.01.disrobe')
('dress.v.02.dress', 'undress.v.01.peel')
('dress.v.02.clothe', 'undress.v.01.undress')
('dress.v.02.clothe', 'undress.v.01.discase')
('dress.v.02.clothe', 'undress.v.01.uncase')
('dress.v.02.clothe', 'undress.v.01.unclothe')
('dress.v.02.clothe', 'undress.v.01.strip')
('dress.v.02.clothe', 'undress.v.01.strip_down')
('dress.v.02.clothe', 'undress.v.01.disrobe')
('dress.v.02.clothe', 'undress.v.01.peel')
('dress.v.02.enclothe', 'undress.v.01.undress')
('dress.v.02.enclothe', 'undress.v.01.discase')
('dress.v.02.enclothe', 'undress.v.01.uncase')
('dress.v.02.enclothe', 'undress.v.01.unclothe')
('dress.v.02.enclothe', 'undress.v.01.strip')
('dress.v.02.enclothe', 'undress.v.01.strip_down')
('dress.v.02.enclothe', 'undress.v.01.disrobe')
('dress.v.02.enclothe', 'undress.v.01.peel')
('dress.v.02.garb', 'undress.v.01.undress')
('dress.v.02.garb', 'undress.v.01.discase')
('dress.v.02.garb', 'undress.v.01.uncase')
('dress.v.02.garb', 'undress.v.01.unclothe')
('dress.v.02.garb', 'undress.v.01.strip')
('dress.v.02.garb', 'undress.v.01.strip_down')
('dress.v.02.garb', 'undress.v.01.disrobe')
('dress.v.02.garb', 'undress.v.01.peel')
('dress.v.02.raiment', 'undress.v.01.undress')
('dress.v.02.raiment', 'undress.v.01.discase')
('dress.v.02.raiment', 'undress.v.01.uncase')
('dress.v.02.raiment', 'undress.v.01.unclothe')
('dress.v.02.raiment', 'undress.v.01.strip')
('dress.v.02.raiment', 'undress.v.01.strip_down')
('dress.v.02.raiment', 'undress.v.01.disrobe')
('dress.v.02.raiment', 'undress.v.01.peel')
('dress.v.02.tog', 'undress.v.01.undress')
('dress.v.02.tog', 'undress.v.01.discase')
('dress.v.02.tog', 'undress.v.01.uncase')
('dress.v.02.tog', 'undress.v.01.unclothe')
('dress.v.02.tog', 'undress.v.01.strip')
('dress.v.02.tog', 'undress.v.01.strip_down')
('dress.v.02.tog', 'undress.v.01.disrobe')
('dress.v.02.tog', 'undress.v.01.peel')
('dress.v.02.garment', 'undress.v.01.undress')
('dress.v.02.garment', 'undress.v.01.discase')
('dress.v.02.garment', 'undress.v.01.uncase')
('dress.v.02.garment', 'undress.v.01.unclothe')
('dress.v.02.garment', 'undress.v.01.strip')
('dress.v.02.garment', 'undress.v.01.strip_down')
('dress.v.02.garment', 'undress.v.01.disrobe')
('dress.v.02.garment', 'undress.v.01.peel')
('dress.v.02.habilitate', 'undress.v.01.undress')
('dress.v.02.habilitate', 'undress.v.01.discase')
('dress.v.02.habilitate', 'undress.v.01.uncase')
('dress.v.02.habilitate', 'undress.v.01.unclothe')
('dress.v.02.habilitate', 'undress.v.01.strip')
('dress.v.02.habilitate', 'undress.v.01.strip_down')
('dress.v.02.habilitate', 'undress.v.01.disrobe')
('dress.v.02.habilitate', 'undress.v.01.peel')
('dress.v.02.fit_out', 'undress.v.01.undress')
('dress.v.02.fit_out', 'undress.v.01.discase')
('dress.v.02.fit_out', 'undress.v.01.uncase')
('dress.v.02.fit_out', 'undress.v.01.unclothe')
('dress.v.02.fit_out', 'undress.v.01.strip')
('dress.v.02.fit_out', 'undress.v.01.strip_down')
('dress.v.02.fit_out', 'undress.v.01.disrobe')
('dress.v.02.fit_out', 'undress.v.01.peel')
('dress.v.02.apparel', 'undress.v.01.undress')
('dress.v.02.apparel', 'undress.v.01.discase')
('dress.v.02.apparel', 'undress.v.01.uncase')
('dress.v.02.apparel', 'undress.v.01.unclothe')
('dress.v.02.apparel', 'undress.v.01.strip')
('dress.v.02.apparel', 'undress.v.01.strip_down')
('dress.v.02.apparel', 'undress.v.01.disrobe')
('dress.v.02.apparel', 'undress.v.01.peel')
('dress_down.v.02.dress_down', 'overdress.v.02.overdress')
('dress_down.v.02.dress_down', 'overdress.v.02.dress_up')
('dress_down.v.02.dress_down', 'overdress.v.02.fig_out')
('dress_down.v.02.dress_down', 'overdress.v.02.fig_up')
('dress_down.v.02.dress_down', 'overdress.v.02.deck_up')
('dress_down.v.02.dress_down', 'overdress.v.02.gussy_up')
('dress_down.v.02.dress_down', 'overdress.v.02.fancy_up')
('dress_down.v.02.dress_down', 'overdress.v.02.trick_up')
('dress_down.v.02.dress_down', 'overdress.v.02.deck_out')
('dress_down.v.02.dress_down', 'overdress.v.02.trick_out')
('dress_down.v.02.dress_down', 'overdress.v.02.prink')
('dress_down.v.02.dress_down', 'overdress.v.02.attire')
('dress_down.v.02.dress_down', 'overdress.v.02.get_up')
('dress_down.v.02.dress_down', 'overdress.v.02.rig_out')
('dress_down.v.02.dress_down', 'overdress.v.02.tog_up')
('dress_down.v.02.dress_down', 'overdress.v.02.tog_out')
('dress_down.v.02.underdress', 'overdress.v.02.overdress')
('dress_down.v.02.underdress', 'overdress.v.02.dress_up')
('dress_down.v.02.underdress', 'overdress.v.02.fig_out')
('dress_down.v.02.underdress', 'overdress.v.02.fig_up')
('dress_down.v.02.underdress', 'overdress.v.02.deck_up')
('dress_down.v.02.underdress', 'overdress.v.02.gussy_up')
('dress_down.v.02.underdress', 'overdress.v.02.fancy_up')
('dress_down.v.02.underdress', 'overdress.v.02.trick_up')
('dress_down.v.02.underdress', 'overdress.v.02.deck_out')
('dress_down.v.02.underdress', 'overdress.v.02.trick_out')
('dress_down.v.02.underdress', 'overdress.v.02.prink')
('dress_down.v.02.underdress', 'overdress.v.02.attire')
('dress_down.v.02.underdress', 'overdress.v.02.get_up')
('dress_down.v.02.underdress', 'overdress.v.02.rig_out')
('dress_down.v.02.underdress', 'overdress.v.02.tog_up')
('dress_down.v.02.underdress', 'overdress.v.02.tog_out')
('drop_out.v.01.drop_out', 'enter.v.02.enter')
('drop_out.v.01.drop_out', 'enter.v.02.participate')
('drop_out.v.01.give_up', 'enter.v.02.enter')
('drop_out.v.01.give_up', 'enter.v.02.participate')
('drop_out.v.01.fall_by_the_wayside', 'enter.v.02.enter')
('drop_out.v.01.fall_by_the_wayside', 'enter.v.02.participate')
('drop_out.v.01.drop_by_the_wayside', 'enter.v.02.enter')
('drop_out.v.01.drop_by_the_wayside', 'enter.v.02.participate')
('drop_out.v.01.throw_in', 'enter.v.02.enter')
('drop_out.v.01.throw_in', 'enter.v.02.participate')
('drop_out.v.01.throw_in_the_towel', 'enter.v.02.enter')
('drop_out.v.01.throw_in_the_towel', 'enter.v.02.participate')
('drop_out.v.01.quit', 'enter.v.02.enter')
('drop_out.v.01.quit', 'enter.v.02.participate')
('drop_out.v.01.chuck_up_the_sponge', 'enter.v.02.enter')
('drop_out.v.01.chuck_up_the_sponge', 'enter.v.02.participate')
('dry.v.01.dry', 'wet.v.01.wet')
('dry.v.01.dry_out', 'wet.v.01.wet')
('dull.v.05.dull', 'sharpen.v.01.sharpen')
